batch_id,timestamp,granulation_time,binder_amount,drying_temp,drying_time,compression_force,machine_speed,energy_consumption,yield_pct,quality_pct,performance_score
BATCH_1683,2026-07-15 18:13:30,44.89,6.65,67.32,99.58,16.5,40.48,410.31,86.71,77.13,55.94
BATCH_1684,2026-07-15 22:13:30,27.78,3.64,63.35,87.06,14.81,34.36,330.62,83.1,89.87,62.3
BATCH_1685,2026-07-16 02:13:30,47.13,8.38,63.16,57.99,23.33,25.06,255.61,89.85,87.31,66.53
BATCH_1686,2026-07-16 06:13:30,37.6,5.07,64.69,124.7,16.02,52.55,481.78,86.12,66.23,48.92
BATCH_1687,2026-07-16 10:13:30,36.25,6.4,44.64,80.3,15.25,35.02,226.21,82.56,77.71,60.77
BATCH_1688,2026-07-16 14:13:30,47.11,6.57,67.57,100.51,12.78,27.32,364.71,80.89,78.85,55.85
BATCH_1689,2026-07-16 18:13:30,44.44,5.48,66.12,71.97,17.59,38.32,303.64,97.17,88.73,68.39
BATCH_1690,2026-07-16 22:13:30,36.39,7.17,49.83,85.67,19.59,40.68,302.49,97.05,81.07,65.32
BATCH_1691,2026-07-17 02:13:30,51.59,5.05,57.56,91.79,21.22,22.54,317.67,90.09,92.72,66.68
BATCH_1692,2026-07-17 06:13:30,29.19,7.74,59.61,99.36,24.76,43.32,392.96,91.93,85.49,61.96
BATCH_1693,2026-07-17 10:13:30,46.16,3.31,58.66,96.15,22.63,29.53,365.52,92.74,86.03,63.43
BATCH_1694,2026-07-17 14:13:30,45.93,6.25,63.34,92.44,19.05,57.11,410.56,93.97,86.23,62.48
BATCH_1695,2026-07-17 18:13:30,36.9,9.88,74.31,68.7,19.01,45.24,326.32,93.48,76.89,61.41
BATCH_1696,2026-07-17 22:13:30,43.26,4.0,70.82,63.57,22.55,36.0,326.61,91.44,81.65,62.48
BATCH_1697,2026-07-18 02:13:30,27.49,4.64,46.88,81.65,26.36,32.55,290.68,80.11,79.25,58.22
BATCH_1698,2026-07-18 06:13:30,49.24,7.03,66.22,93.66,20.63,38.95,382.08,93.48,85.34,62.89
BATCH_1699,2026-07-18 10:13:30,38.15,6.36,73.29,70.55,17.65,46.13,330.38,83.63,80.01,58.58
BATCH_1700,2026-07-18 14:13:30,34.77,6.7,63.87,96.3,15.04,39.75,390.6,84.31,79.8,56.72
BATCH_1701,2026-07-18 18:13:30,50.49,6.98,70.91,104.05,12.77,37.83,430.62,81.04,73.37,51.48
BATCH_1702,2026-07-18 22:13:30,32.96,7.27,80.12,56.67,23.33,40.58,285.97,89.54,67.21,57.33
BATCH_1703,2026-07-19 02:13:30,25.92,8.22,70.24,58.26,22.89,33.96,258.76,93.09,79.77,64.7
BATCH_1704,2026-07-19 06:13:30,24.43,6.82,62.49,72.19,22.89,36.57,301.01,96.87,94.34,70.61
BATCH_1705,2026-07-19 10:13:30,46.06,5.52,70.45,81.15,19.36,19.14,321.09,87.97,85.51,62.83
BATCH_1706,2026-07-19 14:13:30,27.2,7.35,61.45,64.51,27.03,49.74,313.17,85.4,91.17,64.34
BATCH_1707,2026-07-19 18:13:30,57.55,9.8,60.24,102.04,17.58,42.99,397.07,87.21,83.5,59.14
BATCH_1708,2026-07-19 22:13:30,19.18,5.73,56.49,83.48,24.78,32.27,331.25,93.47,89.47,66.27
BATCH_1709,2026-07-20 02:13:30,56.96,4.05,75.63,75.79,19.81,58.99,404.2,88.39,83.38,59.33
BATCH_1710,2026-07-20 06:13:30,42.11,8.21,51.82,46.28,16.96,40.87,212.5,85.51,72.83,60.47
BATCH_1711,2026-07-20 10:13:30,39.03,5.76,75.32,48.68,22.96,29.64,278.75,91.68,65.58,57.78
BATCH_1712,2026-07-20 14:13:30,34.55,1.65,65.0,80.62,22.05,48.57,386.47,91.51,88.53,63.23
BATCH_1713,2026-07-20 18:13:30,43.99,7.69,46.01,32.35,21.78,43.98,177.33,90.55,60.14,58.6
BATCH_1714,2026-07-20 22:13:30,39.62,4.93,63.68,95.25,20.41,43.95,365.37,93.39,84.02,62.9
BATCH_1715,2026-07-21 02:13:30,51.03,5.82,39.0,71.84,19.81,35.74,229.16,93.15,70.15,61.88
BATCH_1716,2026-07-21 06:13:30,41.14,6.66,66.26,139.86,31.94,44.5,613.35,85.12,55.22,39.64
BATCH_1717,2026-07-21 10:13:30,41.5,6.38,68.85,121.16,25.92,37.38,514.16,82.79,67.2,46.88
BATCH_1718,2026-07-21 14:13:30,36.36,7.42,54.08,71.37,23.61,45.56,323.39,94.01,87.92,66.13
BATCH_1719,2026-07-21 18:13:30,39.43,5.13,61.24,72.87,20.56,20.95,290.19,94.65,96.63,71.0
BATCH_1720,2026-07-21 22:13:30,43.08,7.03,79.54,94.91,25.04,35.66,478.96,90.8,65.85,50.74
BATCH_1721,2026-07-22 02:13:30,22.9,5.48,54.94,109.06,22.59,57.22,741.4,91.77,78.97,47.46
BATCH_1722,2026-07-22 06:13:30,26.52,7.48,49.41,42.24,20.13,32.33,174.68,94.8,70.48,64.53
BATCH_1723,2026-07-22 10:13:30,47.43,7.23,74.82,39.27,18.48,33.96,356.29,89.74,65.35,54.28
BATCH_1724,2026-07-22 14:13:30,41.71,4.13,79.63,62.56,19.6,35.52,318.12,91.13,70.16,58.05
BATCH_1725,2026-07-22 18:13:30,38.16,8.17,60.04,86.65,5.0,27.85,308.3,71.63,95.32,60.66
BATCH_1726,2026-07-22 22:13:30,40.18,4.93,70.11,84.94,21.05,17.92,335.92,98.47,82.79,65.44
BATCH_1727,2026-07-23 02:13:30,43.48,7.62,73.41,96.4,17.56,37.69,425.17,94.08,73.02,56.74
BATCH_1728,2026-07-23 06:13:30,34.6,6.73,52.58,51.01,27.96,41.36,228.23,83.1,77.9,60.99
BATCH_1729,2026-07-23 10:13:30,32.22,9.68,55.15,28.68,20.1,39.47,185.41,84.87,73.24,61.29
BATCH_1730,2026-07-23 14:13:30,41.96,5.55,72.31,92.16,14.06,38.55,422.75,82.99,78.54,54.6
BATCH_1731,2026-07-23 18:13:30,30.22,5.3,76.85,58.44,19.75,40.43,290.27,86.24,69.77,56.89
BATCH_1732,2026-07-23 22:13:30,44.08,5.96,65.63,34.63,14.77,50.23,197.24,85.56,73.66,61.33
BATCH_1733,2026-07-24 02:13:30,22.97,5.39,51.2,77.9,22.37,38.1,268.88,94.97,84.84,67.14
BATCH_1734,2026-07-24 06:13:30,50.29,7.6,79.87,90.86,21.45,34.26,456.04,95.81,66.77,53.89
BATCH_1735,2026-07-24 10:13:30,44.73,2.77,54.69,72.56,24.79,37.19,302.17,85.73,90.19,64.45
BATCH_1736,2026-07-24 14:13:30,42.56,3.89,56.65,65.84,16.05,45.79,278.73,83.5,87.58,63.31
BATCH_1737,2026-07-24 18:13:30,49.83,3.86,63.42,71.81,20.17,54.12,344.95,85.55,93.92,64.42
BATCH_1738,2026-07-24 22:13:30,56.65,7.9,75.54,67.59,13.17,33.72,363.18,82.51,77.79,56.13
BATCH_1739,2026-07-25 02:13:30,50.14,9.42,68.54,48.04,23.51,40.99,251.37,88.76,73.53,60.72
BATCH_1740,2026-07-25 06:13:30,21.59,5.79,64.15,60.71,22.59,43.38,519.17,91.6,85.86,57.69
BATCH_1741,2026-07-25 10:13:30,27.2,5.66,64.63,85.43,22.48,30.07,337.85,93.44,88.6,65.69
BATCH_1742,2026-07-25 14:13:30,33.75,6.14,60.44,81.43,20.01,40.2,303.78,96.2,92.48,69.5
BATCH_1743,2026-07-25 18:13:30,40.26,8.32,65.58,78.36,22.07,25.34,299.45,99.3,91.05,70.31
BATCH_1744,2026-07-25 22:13:30,45.18,4.15,34.7,55.1,28.02,22.31,153.19,82.81,58.63,55.72
BATCH_1745,2026-07-26 02:13:30,32.74,6.48,57.03,71.37,18.57,43.67,270.95,92.33,93.58,69.51
BATCH_1746,2026-07-26 06:13:30,41.87,7.95,62.41,31.46,20.69,36.16,164.65,93.88,76.2,66.79
BATCH_1747,2026-07-26 10:13:30,32.45,7.0,48.49,78.57,14.57,42.02,263.47,86.9,83.25,63.45
BATCH_1748,2026-07-26 14:13:30,33.88,6.38,63.86,103.58,15.66,39.82,389.97,79.5,77.28,53.81
BATCH_1749,2026-07-26 18:13:30,25.93,8.0,57.96,45.52,20.49,30.24,191.73,97.72,80.92,69.29
BATCH_1750,2026-07-26 22:13:30,30.77,1.0,77.55,63.28,25.52,39.55,354.93,86.69,72.01,55.77
BATCH_1751,2026-07-27 02:13:30,26.48,7.36,75.73,81.58,18.72,27.67,352.09,91.37,77.16,59.8
BATCH_1752,2026-07-27 06:13:30,30.24,4.69,55.34,100.06,18.82,53.91,818.84,89.74,80.22,44.51
BATCH_1753,2026-07-27 10:13:30,50.54,2.34,58.49,66.04,17.97,26.44,261.88,81.68,91.21,64.6
BATCH_1754,2026-07-27 14:13:30,30.51,7.02,59.26,61.15,17.33,38.04,220.06,89.19,89.97,68.54
BATCH_1755,2026-07-27 18:13:30,66.32,8.75,55.48,35.62,21.47,29.58,359.29,89.87,74.55,57.91
BATCH_1756,2026-07-27 22:13:30,44.93,5.73,61.95,77.07,12.51,45.7,312.13,85.74,94.98,66.03
BATCH_1757,2026-07-28 02:13:30,41.85,7.91,52.42,115.84,26.4,36.69,409.4,91.25,68.52,54.35
BATCH_1758,2026-07-28 06:13:30,31.42,9.22,48.69,80.55,16.67,34.81,289.21,84.27,84.67,62.1
BATCH_1759,2026-07-28 10:13:30,47.0,8.63,66.23,74.55,23.61,48.53,364.41,90.01,90.97,64.36
BATCH_1760,2026-07-28 14:13:30,34.24,9.28,66.3,81.44,13.65,40.29,768.82,74.33,92.55,44.98
BATCH_1761,2026-07-28 18:13:30,41.22,7.48,51.96,74.78,23.34,45.17,296.29,92.15,88.27,66.45
BATCH_1762,2026-07-28 22:13:30,65.6,6.15,68.95,58.74,23.36,30.19,296.19,94.43,78.8,63.58
BATCH_1763,2026-07-29 02:13:30,39.04,2.8,53.68,91.47,21.92,25.95,335.55,92.14,81.69,62.48
BATCH_1764,2026-07-29 06:13:30,51.49,5.51,62.53,79.52,15.03,41.07,291.88,86.25,94.49,66.73
BATCH_1765,2026-07-29 10:13:30,32.97,4.31,68.2,75.35,21.25,36.81,342.23,93.28,88.36,65.38
BATCH_1766,2026-07-29 14:13:30,39.65,10.34,59.66,55.49,14.08,46.26,269.53,77.48,86.0,60.58
BATCH_1767,2026-07-29 18:13:30,57.71,5.65,64.55,101.07,18.74,39.2,418.03,89.63,77.68,57.07
BATCH_1768,2026-07-29 22:13:30,33.73,6.25,54.84,88.29,25.15,42.05,368.3,95.74,86.21,64.62
BATCH_1769,2026-07-30 02:13:30,58.12,7.1,58.04,63.94,23.98,23.77,250.77,96.13,90.83,70.61
BATCH_1770,2026-07-30 06:13:30,47.08,6.09,57.94,95.04,20.08,58.88,392.96,90.66,84.29,60.98
BATCH_1771,2026-07-30 10:13:30,34.38,9.39,52.53,65.05,15.13,38.36,234.97,81.85,88.07,64.33
BATCH_1772,2026-07-30 14:13:30,46.32,4.75,58.23,59.36,23.23,46.98,250.02,89.96,89.7,67.72
BATCH_1773,2026-07-30 18:13:30,49.73,6.39,44.51,59.81,20.1,31.64,191.32,92.78,70.15,63.02
BATCH_1774,2026-07-30 22:13:30,46.22,4.52,55.09,39.58,8.4,43.08,144.62,67.75,73.45,55.91
BATCH_1775,2026-07-31 02:13:30,24.3,3.36,57.15,84.43,23.91,26.97,317.34,87.14,90.13,64.47
BATCH_1776,2026-07-31 06:13:30,32.73,4.78,57.44,38.38,19.88,44.52,210.46,91.53,80.63,66.06
BATCH_1777,2026-07-31 10:13:30,37.52,5.93,57.59,50.43,26.01,36.44,244.66,92.58,83.92,66.63
BATCH_1778,2026-07-31 14:13:30,39.26,5.14,59.38,33.49,14.52,40.29,178.23,82.32,78.68,62.69
BATCH_1779,2026-07-31 18:13:30,46.21,4.62,64.79,73.28,5.0,46.98,276.84,75.05,91.72,61.65
BATCH_1780,2026-07-31 22:13:30,41.78,3.19,68.75,71.99,21.4,27.67,333.75,90.02,88.62,64.47
BATCH_1781,2026-08-01 02:13:30,26.65,5.83,53.5,68.47,21.46,33.16,465.79,95.47,89.99,62.71
BATCH_1782,2026-08-01 06:13:30,43.8,2.99,47.97,54.15,11.55,44.57,193.81,78.39,78.27,60.43
BATCH_1783,2026-08-01 10:13:30,46.11,7.52,49.58,51.56,15.11,60.98,220.58,89.41,72.33,61.55
BATCH_1784,2026-08-01 14:13:30,45.6,6.16,55.13,84.29,33.78,38.62,369.75,76.24,89.31,58.0
BATCH_1785,2026-08-01 18:13:30,50.81,3.08,56.48,63.99,18.47,45.91,267.64,84.19,88.96,64.51
BATCH_1786,2026-08-01 22:13:30,48.34,5.38,52.3,81.33,23.65,38.93,325.16,91.98,86.6,64.73
BATCH_1787,2026-08-02 02:13:30,44.59,4.5,47.04,57.3,16.75,59.42,219.68,84.19,76.73,61.25
BATCH_1788,2026-08-02 06:13:30,39.3,6.64,55.44,78.62,9.55,22.53,238.31,78.32,94.23,65.27
BATCH_1789,2026-08-02 10:13:30,23.39,8.68,61.81,101.07,19.15,40.95,397.1,86.63,85.8,59.83
BATCH_1790,2026-08-02 14:13:30,44.3,2.25,65.95,86.72,18.67,23.74,342.26,83.14,87.44,60.95
BATCH_1791,2026-08-02 18:13:30,42.08,6.23,54.43,66.75,18.0,14.93,217.39,94.84,87.45,69.88
BATCH_1792,2026-08-02 22:13:30,42.72,5.68,55.87,80.14,19.43,42.97,325.38,86.61,93.06,65.16
BATCH_1793,2026-08-03 02:13:30,27.23,7.34,50.73,70.19,21.32,41.39,253.15,95.19,81.98,66.61
BATCH_1794,2026-08-03 06:13:30,29.19,6.43,59.69,75.16,19.25,37.15,293.09,94.49,96.49,70.78
BATCH_1795,2026-08-03 10:13:30,50.53,4.5,51.52,68.49,13.68,38.94,265.28,84.27,83.95,62.62
BATCH_1796,2026-08-03 14:13:30,39.6,5.36,65.73,71.71,22.43,70.98,405.96,92.89,90.72,64.0
BATCH_1797,2026-08-03 18:13:30,46.82,4.41,42.14,79.24,10.25,37.42,244.65,75.55,72.42,55.22
BATCH_1798,2026-08-03 22:13:30,40.28,8.15,56.4,55.13,9.75,45.1,206.57,72.6,85.19,60.44
BATCH_1799,2026-08-04 02:13:30,40.3,6.04,63.01,54.68,23.7,33.51,274.41,94.58,85.29,66.97
BATCH_1800,2026-08-04 06:13:30,49.38,9.8,61.84,47.23,22.54,42.95,233.92,94.1,82.57,67.07
BATCH_1801,2026-08-04 10:13:30,34.84,5.88,86.93,42.99,19.71,37.62,250.02,89.64,50.0,51.71
BATCH_1802,2026-08-04 14:13:30,40.96,4.58,63.5,50.65,13.02,35.89,183.44,76.92,81.36,61.43
BATCH_1803,2026-08-04 18:13:30,35.38,2.97,49.96,78.19,16.46,58.19,314.72,81.13,86.31,60.63
BATCH_1804,2026-08-04 22:13:30,35.66,2.39,59.05,57.14,18.69,51.77,250.97,81.79,89.99,64.53
BATCH_1805,2026-08-05 02:13:30,36.91,2.83,42.24,85.27,12.02,41.37,236.42,74.81,71.27,54.75
BATCH_1806,2026-08-05 06:13:30,42.22,6.53,59.19,75.69,16.3,16.96,253.61,87.82,96.26,69.36
BATCH_1807,2026-08-05 10:13:30,35.21,7.02,51.67,35.63,23.26,36.39,187.8,92.58,70.1,63.04
BATCH_1808,2026-08-05 14:13:30,52.56,2.84,69.15,88.1,27.14,67.03,470.78,80.09,84.64,54.25
BATCH_1809,2026-08-05 18:13:30,31.05,7.79,54.5,91.22,17.9,37.69,298.52,90.78,84.71,64.4
BATCH_1810,2026-08-05 22:13:30,38.13,5.03,58.83,55.12,23.78,51.03,284.93,87.34,86.41,64.17
BATCH_1811,2026-08-06 02:13:30,35.6,6.29,53.64,83.4,10.43,54.42,265.41,86.33,83.56,63.29
BATCH_1812,2026-08-06 06:13:30,54.47,9.22,77.39,57.87,23.3,42.19,317.23,85.45,71.96,56.54
BATCH_1813,2026-08-06 10:13:30,41.97,7.79,56.79,76.95,15.98,31.58,248.25,92.5,95.02,70.92
BATCH_1814,2026-08-06 14:13:30,50.32,5.46,78.33,49.71,21.54,15.65,225.44,96.11,65.14,61.19
BATCH_1815,2026-08-06 18:13:30,25.14,4.22,68.14,39.14,18.76,46.84,218.9,87.7,68.59,59.43
BATCH_1816,2026-08-06 22:13:30,42.67,1.7,64.82,67.34,26.6,31.85,277.92,80.93,89.46,63.06
BATCH_1817,2026-08-07 02:13:30,48.9,4.56,63.69,72.53,15.63,41.76,285.39,80.55,95.15,64.93
BATCH_1818,2026-08-07 06:13:30,40.82,5.58,63.94,67.05,23.14,27.5,285.62,96.62,89.18,68.96
BATCH_1819,2026-08-07 10:13:30,50.65,4.03,40.72,51.32,18.6,37.35,273.65,86.17,64.84,55.45
BATCH_1820,2026-08-07 14:13:30,34.83,5.74,57.21,67.0,19.21,40.34,300.94,93.02,94.1,68.97
BATCH_1821,2026-08-07 18:13:30,54.09,6.15,68.45,80.39,19.08,42.69,394.84,91.04,87.95,62.53
BATCH_1822,2026-08-07 22:13:30,62.99,5.55,59.51,74.1,15.77,28.85,275.37,85.95,94.5,67.17
BATCH_1823,2026-08-08 02:13:30,36.37,4.7,45.95,78.65,19.93,51.97,697.21,90.02,79.54,48.48
BATCH_1824,2026-08-08 06:13:30,35.54,6.34,59.48,61.6,19.69,34.03,265.79,94.85,91.45,69.84
BATCH_1825,2026-08-08 10:13:30,54.53,6.88,77.04,98.43,21.21,23.26,1010.99,98.11,67.33,36.18
BATCH_1826,2026-08-08 14:13:30,55.8,3.82,72.47,51.48,20.42,38.91,255.56,88.41,71.69,59.71
BATCH_1827,2026-08-08 18:13:30,34.77,8.82,59.38,84.75,23.99,40.34,346.26,88.54,92.82,65.13
BATCH_1828,2026-08-08 22:13:30,35.8,5.8,69.51,98.64,24.62,41.61,440.08,93.47,75.18,56.86
BATCH_1829,2026-08-09 02:13:30,37.18,6.04,56.33,84.62,14.75,53.62,313.66,87.8,89.56,64.64
BATCH_1830,2026-08-09 06:13:30,26.56,7.42,42.96,70.95,24.34,37.64,245.61,91.81,74.79,62.64
BATCH_1831,2026-08-09 10:13:30,30.81,6.47,50.76,64.43,14.07,38.8,211.34,85.13,82.58,64.25
BATCH_1832,2026-08-09 14:13:30,29.96,7.91,75.63,95.72,22.94,28.97,412.83,92.29,71.84,55.97
BATCH_1833,2026-08-09 18:13:30,32.32,6.57,57.26,46.54,23.1,48.21,240.12,98.22,82.71,68.56
BATCH_1834,2026-08-09 22:13:30,39.65,4.78,57.57,55.6,10.44,41.84,220.6,81.55,90.34,65.61
BATCH_1835,2026-08-10 02:13:30,42.34,6.72,57.0,67.05,20.46,35.8,253.23,96.74,87.37,69.39
BATCH_1836,2026-08-10 06:13:30,55.51,3.71,79.04,99.75,17.66,20.95,465.5,87.21,62.05,48.24
BATCH_1837,2026-08-10 10:13:30,30.02,6.22,76.26,82.6,16.21,54.44,713.0,87.98,77.35,46.26
BATCH_1838,2026-08-10 14:13:30,49.84,5.93,82.19,55.64,26.75,27.72,304.23,90.65,63.26,55.57
BATCH_1839,2026-08-10 18:13:30,37.86,5.58,58.41,68.79,16.73,34.09,261.6,85.04,95.26,67.58
BATCH_1840,2026-08-10 22:13:30,39.51,5.74,62.96,62.71,15.97,43.58,263.3,87.3,86.22,64.81
BATCH_1841,2026-08-11 02:13:30,46.75,2.24,44.83,60.8,20.38,28.03,196.91,85.59,76.54,62.51
BATCH_1842,2026-08-11 06:13:30,28.77,4.9,74.77,94.58,23.43,25.06,443.01,91.19,71.26,54.28
BATCH_1843,2026-08-11 10:13:30,43.82,6.19,48.32,47.57,19.29,18.76,153.03,91.72,71.49,64.43
BATCH_1844,2026-08-11 14:13:30,41.66,6.32,62.17,107.18,25.83,47.21,488.16,90.96,78.66,55.61
BATCH_1845,2026-08-11 18:13:30,44.92,3.94,49.03,91.56,22.65,34.55,316.09,89.38,77.76,60.46
BATCH_1846,2026-08-11 22:13:30,42.89,8.53,54.11,96.82,9.11,69.27,335.25,77.99,84.54,57.97
BATCH_1847,2026-08-12 02:13:30,64.55,4.27,51.63,65.74,17.35,30.06,250.85,81.37,84.83,62.3
BATCH_1848,2026-08-12 06:13:30,33.62,7.94,53.92,72.0,17.19,30.79,291.22,89.62,92.15,67.16
BATCH_1849,2026-08-12 10:13:30,34.69,6.85,54.61,46.34,22.4,34.35,190.5,99.9,78.04,69.05
BATCH_1850,2026-08-12 14:13:30,33.77,4.71,54.52,64.51,6.88,42.43,199.26,70.16,84.31,59.37
BATCH_1851,2026-08-12 18:13:30,34.45,9.55,68.33,84.87,32.75,35.3,388.35,79.33,87.54,57.9
BATCH_1852,2026-08-12 22:13:30,33.63,3.61,48.95,100.92,22.66,46.12,347.9,88.25,74.38,57.58
BATCH_1853,2026-08-13 02:13:30,51.89,7.84,62.21,52.86,20.74,30.21,214.6,87.81,86.39,66.74
BATCH_1854,2026-08-13 06:13:30,54.21,8.0,72.18,67.69,25.91,26.18,326.0,92.5,81.49,62.87
BATCH_1855,2026-08-13 10:13:30,34.29,4.66,54.87,71.97,31.72,22.02,681.75,77.74,89.85,48.22
BATCH_1856,2026-08-13 14:13:30,31.68,8.78,52.82,47.08,24.35,17.76,177.07,96.17,76.77,67.51
BATCH_1857,2026-08-13 18:13:30,44.71,5.5,57.69,86.83,24.74,34.82,337.37,89.52,89.49,64.49
BATCH_1858,2026-08-13 22:13:30,34.48,6.58,71.8,60.52,20.65,36.99,286.34,97.79,78.85,65.28
BATCH_1859,2026-08-14 02:13:30,46.33,6.52,61.94,71.09,19.29,33.69,308.81,94.85,94.26,69.5
BATCH_1860,2026-08-14 06:13:30,42.03,5.73,54.69,65.96,17.62,52.43,262.91,92.2,86.55,66.91
BATCH_1861,2026-08-14 10:13:30,24.84,7.62,64.84,59.21,15.87,52.28,298.46,85.36,86.76,63.06
BATCH_1862,2026-08-14 14:13:30,55.48,7.59,48.98,74.86,16.56,36.65,288.63,85.65,84.14,62.46
BATCH_1863,2026-08-14 18:13:30,57.96,2.5,66.81,70.69,13.25,22.06,292.36,75.81,88.56,60.16
BATCH_1864,2026-08-14 22:13:30,33.87,8.61,64.09,67.56,19.62,34.33,287.15,93.81,88.29,67.43
BATCH_1865,2026-08-15 02:13:30,36.12,2.68,56.92,60.43,11.58,34.0,237.0,68.95,88.42,59.24
BATCH_1866,2026-08-15 06:13:30,42.86,8.07,51.61,81.39,20.95,33.43,303.94,96.55,84.98,66.63
BATCH_1867,2026-08-15 10:13:30,43.34,8.25,51.13,108.07,19.82,33.02,338.24,98.71,71.9,61.1
BATCH_1868,2026-08-15 14:13:30,46.59,3.82,65.35,77.8,20.73,33.47,325.1,88.36,91.38,65.2
BATCH_1869,2026-08-15 18:13:30,60.1,5.18,72.29,94.92,17.39,36.13,403.58,90.76,73.77,56.45
BATCH_1870,2026-08-15 22:13:30,38.23,3.79,53.63,47.2,35.38,33.64,552.68,68.53,76.38,43.54
BATCH_1871,2026-08-16 02:13:30,32.02,5.57,64.58,78.16,26.8,42.08,368.61,89.08,94.42,65.23
BATCH_1872,2026-08-16 06:13:30,26.21,5.38,39.13,53.05,13.78,43.6,144.71,80.62,60.11,55.73
BATCH_1873,2026-08-16 10:13:30,32.69,7.56,54.15,45.46,21.16,30.89,184.92,91.42,80.93,67.01
BATCH_1874,2026-08-16 14:13:30,39.67,8.62,59.69,60.21,16.96,52.71,250.85,90.83,92.6,69.2
BATCH_1875,2026-08-16 18:13:30,57.95,8.79,50.9,98.84,14.93,30.2,303.11,85.51,76.35,58.79
BATCH_1876,2026-08-16 22:13:30,34.82,4.88,50.63,94.0,13.3,23.82,289.01,80.93,77.44,57.87
BATCH_1877,2026-08-17 02:13:30,42.24,5.58,53.32,79.86,22.16,43.81,300.7,90.31,85.4,64.42
BATCH_1878,2026-08-17 06:13:30,39.84,2.63,62.92,44.35,16.59,31.83,197.17,83.13,83.88,64.45
BATCH_1879,2026-08-17 10:13:30,51.88,4.39,58.13,71.07,24.84,43.21,293.97,90.3,95.8,68.8
BATCH_1880,2026-08-17 14:13:30,65.27,7.93,37.62,81.03,24.97,15.96,219.74,90.25,73.38,62.33
BATCH_1881,2026-08-17 18:13:30,34.69,9.23,38.79,78.51,26.87,53.92,284.88,87.96,71.73,58.55
BATCH_1882,2026-08-17 22:13:30,35.11,3.53,53.93,38.12,15.74,46.72,168.25,81.21,72.74,60.21
BATCH_1883,2026-08-18 02:13:30,50.44,4.82,64.58,57.19,22.38,25.0,251.8,97.72,81.42,67.45
BATCH_1884,2026-08-18 06:13:30,46.82,5.95,32.52,73.72,23.16,25.21,192.72,87.51,65.15,58.86
BATCH_1885,2026-08-18 10:13:30,58.47,6.56,55.0,85.73,17.63,56.72,332.77,94.61,85.55,65.11
BATCH_1886,2026-08-18 14:13:30,45.84,4.38,54.74,31.08,16.14,32.63,127.96,84.94,69.56,61.8
BATCH_1887,2026-08-18 18:13:30,36.41,6.85,73.88,71.76,28.05,31.66,381.41,88.72,81.59,59.51
BATCH_1888,2026-08-18 22:13:30,45.91,5.05,56.15,77.86,21.14,17.34,261.37,87.07,95.77,68.6
BATCH_1889,2026-08-19 02:13:30,51.09,5.97,63.83,91.99,23.18,36.49,385.36,98.15,85.36,64.66
BATCH_1890,2026-08-19 06:13:30,48.2,7.09,61.41,88.86,15.89,37.72,360.06,82.7,93.36,62.54
BATCH_1891,2026-08-19 10:13:30,45.07,6.01,38.69,86.65,13.9,47.15,295.57,81.61,65.02,52.96
BATCH_1892,2026-08-19 14:13:30,50.67,5.13,67.68,59.0,17.15,26.01,242.02,85.73,82.11,63.26
BATCH_1893,2026-08-19 18:13:30,51.69,5.78,62.15,36.84,19.38,24.8,185.53,94.59,74.94,65.86
BATCH_1894,2026-08-19 22:13:30,53.82,5.82,65.08,67.14,14.68,44.51,287.04,82.95,89.93,63.75
BATCH_1895,2026-08-20 02:13:30,46.49,5.26,95.0,95.03,19.95,50.07,546.48,93.62,50.0,43.23
BATCH_1896,2026-08-20 06:13:30,38.33,5.48,39.16,102.87,11.56,24.29,232.23,75.5,59.64,50.51
BATCH_1897,2026-08-20 10:13:30,41.47,9.2,77.25,89.21,14.4,50.82,406.95,85.12,71.29,53.08
BATCH_1898,2026-08-20 14:13:30,52.07,7.12,57.13,83.59,23.35,40.38,339.6,96.06,92.12,68.08
BATCH_1899,2026-08-20 18:13:30,31.83,5.41,62.87,82.59,23.02,50.92,347.21,94.96,90.97,66.92
BATCH_1900,2026-08-20 22:13:30,43.69,7.39,59.54,63.88,18.04,39.3,282.94,94.24,94.74,70.33
BATCH_1901,2026-08-21 02:13:30,36.07,5.33,55.76,72.4,14.91,14.78,238.33,81.81,95.03,66.98
BATCH_1902,2026-08-21 06:13:30,40.29,8.35,54.3,108.38,14.86,38.48,366.5,83.0,72.99,54.29
BATCH_1903,2026-08-21 10:13:30,52.78,6.74,63.3,56.15,18.13,50.6,270.5,88.05,84.17,64.04
BATCH_1904,2026-08-21 14:13:30,41.91,5.79,44.83,107.3,23.22,31.06,313.65,99.08,64.51,59.13
BATCH_1905,2026-08-21 18:13:30,40.46,6.9,67.51,68.56,24.64,36.12,327.16,90.64,83.44,62.86
BATCH_1906,2026-08-21 22:13:30,26.4,2.86,55.84,101.51,17.52,38.24,332.73,75.48,81.29,55.75
BATCH_1907,2026-08-22 02:13:30,47.46,3.75,48.7,46.86,14.23,11.0,145.0,81.2,68.73,59.39
BATCH_1908,2026-08-22 06:13:30,46.45,3.61,55.5,86.72,21.34,56.71,347.79,84.55,87.39,61.31
BATCH_1909,2026-08-22 10:13:30,61.63,6.29,72.57,60.26,15.88,30.99,275.5,88.18,78.6,61.7
BATCH_1910,2026-08-22 14:13:30,36.92,9.47,54.65,46.69,17.41,45.06,177.15,90.3,74.73,64.34
